"Tempurature","Sex","Total.egg.mass"
"1",35.567658636719,"Female",1.31172313657589
"2",31.8669784115627,"Male",0.936246815836057
"3",27.9824622208253,"Female",0.578890539472923
"4",40.2999358903617,"Male",1.32834488130175
"5",28.6649676412344,"Female",0.720370980445296
"6",37.2243453655392,"Male",1.43789312732406
"7",26.631883024238,"Female",1.35328369704075
"8",37.5886582164094,"Male",0.92001165705733
"9",41.3228451088071,"Female",1.31270877062343
"10",27.6571427565068,"Male",1.2017556456849
"11",38.9562300127,"Female",0.934707134496421
"12",41.266536526382,"Male",1.44009352521971
"13",33.2682691467926,"Female",0.974492540815845
"14",29.7787446854636,"Male",0.652234714943916
"15",39.8275472922251,"Female",1.11664324207231
"16",44.296906189993,"Male",1.05981022492051
"17",34.12102363538,"Female",1.04752923268825
"18",44.0786237129942,"Male",0.757782869739458
