"Tempurature","Sex","Total.egg.mass"
"1",38.3733442239463,"Female",0.569215616444126
"2",35.0109992781654,"Male",1.31484416313469
"3",41.268631820567,"Female",1.06369614135474
"4",42.8003218630329,"Male",1.36955629498698
"5",27.3239266127348,"Female",0.656157453078777
"6",29.7007544571534,"Male",0.73102003801614
"7",29.7065954469144,"Female",1.26205280562863
"8",25.2193787833676,"Male",1.18388141575269
"9",33.3469770429656,"Female",1.41645078267902
"10",32.4035515543073,"Male",1.10969225503504
"11",43.3060558279976,"Female",0.748932197922841
"12",34.6844993485138,"Male",1.29392149019986
"13",33.0416119610891,"Female",0.650609458563849
"14",37.8640767280012,"Male",1.43176935962401
"15",25.9210376674309,"Female",1.165358990198
"16",40.7204221514985,"Male",0.566311914240941
"17",37.6225301763043,"Female",1.19893777160905
"18",25.6264328490943,"Male",0.91482721013017
