"Tempurature","Sex","Total.egg.mass"
"1",30.6913417298347,"Female",1.23369880858809
"2",37.593046487309,"Male",1.35566133866087
"3",29.3003642465919,"Female",1.0376817563083
"4",29.6853980049491,"Male",0.844002902274951
"5",30.8492977451533,"Female",1.11081412201747
"6",29.5446123695001,"Male",1.22828139038756
"7",36.948356279172,"Female",1.01748595410027
"8",30.8610590919852,"Male",0.615360569674522
"9",31.5123149333522,"Female",0.770998212043196
"10",42.790438416414,"Male",0.74974267417565
"11",42.4685832904652,"Female",0.991513734217733
"12",28.7254525814205,"Male",1.479759916896
"13",42.1373068634421,"Female",1.43065350246616
"14",33.0944688944146,"Male",1.37424918985926
"15",32.8154867142439,"Female",1.49990587378852
"16",28.3820354798809,"Male",1.33686769055203
"17",32.6294410089031,"Female",1.09401962766424
"18",35.5998771777377,"Male",0.924222906352952
