"Tempurature","Sex","Total.egg.mass"
"1",40.8790540834889,"Female",1.18774172035046
"2",42.133662472479,"Male",1.30936467484571
"3",39.7947539854795,"Female",1.2440566692967
"4",35.3764759236947,"Male",0.842733020428568
"5",31.322311651893,"Female",1.37875198898837
"6",40.485763438046,"Male",0.569283488905057
"7",41.6180182620883,"Female",0.612098370678723
"8",31.673638173379,"Male",0.540836323983967
"9",35.850111329928,"Female",1.29863771283999
"10",41.0882297065109,"Male",0.865187535528094
"11",38.0210407217965,"Female",0.652655951445922
"12",41.9234011601657,"Male",0.930984773440287
"13",29.2820132616907,"Female",1.1817601621151
"14",26.3473222777247,"Male",1.37555783335119
"15",35.8521531661972,"Female",0.872997353086248
"16",31.1450535664335,"Male",1.32369428803213
"17",40.0757388304919,"Female",0.999906081007794
"18",41.8033960461617,"Male",0.691343473736197
