"Tempurature","Sex","Total.egg.mass"
"1",31.914065182209,"Female",1.1940930087585
"2",26.4891050336882,"Male",0.847040209220722
"3",44.3490141397342,"Female",1.24870786629617
"4",37.3488627187908,"Male",0.695523000089452
"5",35.2878508390859,"Female",0.815929168835282
"6",43.95351073239,"Male",0.684716646093875
"7",29.0724258311093,"Female",1.45775828161277
"8",42.1003445191309,"Male",0.653527504066005
"9",40.0731171295047,"Female",1.2599196776282
"10",36.3019502535462,"Male",1.35096437251195
"11",43.3317530248314,"Female",0.695894618984312
"12",40.6828771345317,"Male",0.716048598056659
"13",39.4652608176693,"Female",1.41895606741309
"14",44.4167164666578,"Male",0.583346797386184
"15",30.1975963870063,"Female",0.820448324549943
"16",31.6177599783987,"Male",1.20764016872272
"17",37.2690811380744,"Female",0.978298518573865
"18",43.7196334730834,"Male",1.10059474338777
